speaker,dialogue,author,title,comedia
Ripio,¿Y dónde?,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"Todo hoy os ando buscando, y no os he podido hallar. ¿Vos, don Juan, en el lugar, y vuestro amigo penando en vuestra ausencia?",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,Está ya toda esta corte mudada.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,Cosa juzgada.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,A Vejel se va.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,El tiempo la desterró a Vejel.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"Es lástima vella lampiña de frente y ceja. Llámale el portugués, vieja, y ella imagina que bella.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"Este verano se escapó del mal francés por un río de sudores; y está tan tierna y reciente, que anteayer me arrojó un diente envuelto entre muchas flores.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,Ya con sus afeites lucha.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,Ya se da por abadejo.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,Ranas las más dellas son.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,Y la mona de Tolú de su madre Celestina que les enseña dotrina.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"Blanca, sin blanca ninguna; tiene un santo a quien ayuna.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,Es firme y santa mujer.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,Mejor principio tiene; no desecha ripio.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"Yo y don Pedro de Esquivel dimos anoche un cruel, y esta noche tengo ciertos otros dos.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"No muero en terrero, que enterrado me tiene mayor cuidado.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,Un imposible quiero,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"Sí, me favorece y estima.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"Doña Ana, mi prima, que es recién llegada aquí.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"En Lisboa, con su padre en la embajada.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"Es extremada, porque en doña Ana de Ulloa se extremó naturaleza.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,Veréis la mayor belleza que los ojos del rey ven.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"El rey la tiene casada, y no se sabe con quién.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,Y me escribe.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,Agora estoy aguardando la postrer resolución.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,Ya vuelvo.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Criado,Adiós.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mujer,"Ce, ¿a quién digo?",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mujer,"Pues sois prudente y cortés y su amigo, dadle luego al marqués este papel; mirad que consiste en él de una señora el sosiego.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mujer,"Basta, señor forastero. Adiós. (Vase.)",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,¿Qué dices?,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"Con él pusieron sosiego en tanto cuidado. ¡Ay, amigo! Sólo en ti mi esperanza renaciera. Dame esos pies.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"Es tal el placer que me ha sacado de mí. ¡Oh, sol! apresura el paso.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"Vamos, amigos, de aquí, y de noche nos pondremos. ¡Loco voy!",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"¡Ay, prima del alma, prima, que quieres premiar mi fe!",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,Parece que habla conmigo el poeta. ¿Quién va?,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,¿Es don Juan?,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,¿Quién puede ser sino yo?,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"Cantad, pues don Juan llegó.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,De don Gonzalo de Ulloa.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,A Lisboa.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"¿Pues aqueso os maravilla? ¿No vive, con gusto igual, lo peor de Portugal en lo mejor de Castilla?",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"En la calle de la Sierpe, donde ves a Adán vuelto en portugués; que en aqueste amargo valle con bocados solicitan mil Evas que, aunque dorados, en efeto, son bocados con que el dinero nos quitan.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,Pues cerca de aquí me espera un bravo.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"Vamos, y poneos mi capa, para que mejor lo deis.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"Mientras el suceso pasa, la voz y el habla fingid. ¿Veis aquella celosía?",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"Pues llegad y decid: «Beatriz», y entrad.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,Rosada y fría.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,En Gradas os aguardamos.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,La mujer ha de pensar que soy él.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,Esto es acertar por yerro.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"Presto las doce darán, y mucho don Juan se tarda; ¡fiera prisión del que aguarda!",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,¿Es don Juan?,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,¿Y el perro?,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"¿Búrlaste, amigo? ¿Qué haré?",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"Yo, don Juan, lo pagaré, porque estará la mujer quejosa de mí.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"Como mi bien goce, nunca llegue a amanecer.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"Vosotros os podéis ir todos a casa, que yo he de ir solo.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Criados,Dios crió las noches para dormir.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"¡Válgame Dios! Voces siento en la plaza del Alcázar. ¿Qué puede ser a estas horas? Un yelo el pecho me arraiga. Desde aquí parece todo una Troya que se abrasa, porque tantas luces juntas hacen gigantes de llamas. Un grande escuadrón de hachas se acerca a mí; ¿por qué anda el fuego emulando estrellas, dividiéndose en escuadras? (Dentro.) ¿Viose desdicha mayor? Quiero saber la ocasión.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,¿Prenderme a mí?,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,¿Cómo al marqués de la Mota hablan ansí?,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,¡Vive Dios!,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Rey,"En toda España no ha de caber, ni tampoco en Italia, si va a Italia.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,¿Vuestra alteza a mí me manda prender?,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Rey,Llevalde y ponelde la cabeza en una escarpia. ¿En mi presencia te pones?,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,"¡Ah, glorias de amor tiranas, siempre en el pasar ligeras, como en el vivir pesadas! Bien dijo un sabio que había entre la boca y la taza peligro; mas el enojo del Rey me admira y espanta. No sé por lo que voy preso.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,¿Yo?,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Mota,¡Confusión extraña!,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Rey,"Fulmínesele el proceso al marqués luego, y mañana le cortarán la cabeza. Y al Comendador, con cuanta solenidad y grandeza se da a las personas sacras y reales, el entierro se haga; en bronce y piedras varias un sepulcro con un bulto le ofrezcan, donde en mosaicas labores, góticas letras den lenguas a sus venganzas. Y entierro, bulto y sepulcro quiero que a mi costa se haga. ¿Dónde doña Ana se fue?",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Rey,Ha de sentir esta falta Castilla; tal capitán ha de llorar Calatrava. (Vanse todos.),Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Pastores,"MÚSICOS (Cantan:) Lindo sale el sol de abril, con trébol y toronjil; y aunque le sirve de estrella, Aminta sale más bella.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Batricio,"Sobre esta alfombra florida, adonde en campos de escarcha el sol sin aliento marcha con su luz recién nacida, os sentad, pues nos convida al tálamo el sitio hermoso.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Aminta,Cantalde a mi dulce esposo favores de mil en mil.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Pastores,"MÚSICOS (Cantan:) Lindo sale el sol de abril, con trébol y toronjil; y aunque le sirve de estrella, Aminta sale más bella.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Gaseno,"Ya, Batricio, os he entregado el alma y ser en mi Aminta.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Batricio,"Por eso se baña y pinta de más colores el prado. Con deseos la he ganado, con obras la he merecido.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Batricio,"No sale así el sol de oriente como el sol que al alba sale, que no hay sol que al sol se iguale de sus niñas y su frente, a este sol claro y luciente que eclipsa al sol su arrebol; y así cantalde a mi sol motetes de mil en mil.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Pastores,"MÚSICOS (Cantan:) Lindo sale el sol de abril, con trébol y toronjil; y aunque le sirve de estrella, Aminta sale más bella.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Aminta,"Batricio, yo lo agradezco; falso y lisonjero estás, mas si tus rayos me das, por ti ser luna merezco; tú eres el sol por quien crezco después de salir menguante. Para que el alba te cante la salva en tono sutil.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Pastores,"MÚSICOS (Cantan:) Lindo sale el sol de abril, con trébol y toronjil; y, aunque le sirve de estrella Aminta sale más bella.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Gaseno,A todo el mundo ha de ser este contento notorio. ¿Quién viene?,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Gaseno,¿El viejo?,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Belisa,Será su hijo galán.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Batricio,"Téngolo por mal agüero; que galán y caballero quitan gusto y celos dan. Pues, ¿quién noticia les dio de mis bodas?",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Batricio,"Imagino que el demonio le envió. Mas, ¿de qué me aflijo yo? Vengan a mis dulces bodas del mundo las gentes todas. Mas, con todo, un caballero en mis bodas, ¡mal agüero!",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Gaseno,"Venga el Coloso de Rodas, venga el Papa, el Preste Juan y don Alonso el Onceno con su corte; que en Gaseno ánimo y valor verán. Montes en casa hay de pan, Guadalquivides de vino, Babilonias de tocino, y entre ejércitos cobardes de aves, para que las lardes, el pollo y el palomino. Venga tan gran caballero a ser hoy en Dos Hermanas honra destas viejas canas.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Belisa,El hijo del Camarero mayor...,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Batricio,"[Aparte.] (Todo es mal agüero para mí, pues le han de dar junto a mi esposa lugar. Aún no gozo y ya los cielos me están condenando a celos. Amor, sufrir y callar.)",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Gaseno,Vueseñoría ha venido a honrrallas y engrandecellas.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Batricio,"[Aparte.] (Yo, que soy el dueño dellas, digo entre mí que vengáis en hora mala.)",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Gaseno,¿No dais lugar a este caballero?,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Batricio,"Si os sentáis delante de mí, señor, seréis de aquesa manera el novio.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Gaseno,¡Que es el novio!,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Aminta,Parecéisme lisonjero.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Batricio,Bien dije que es mal agüero en bodas un poderoso.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Gaseno,"Ea, vamos a almorzar, porque pueda descansar un rato su señoría.",Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Aminta,Es mía.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Gaseno,Vamos.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Belisa,Volved a cantar.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Batricio,¿En mis bodas caballero? ¡Mal agüero!,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Gaseno,Cantad.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
Batricio,Muero.,Tirso De Molina,El Burlador De Sevilla,Jornada Ii
